v1,v2
TRUE,"When having limbered up the only two cannon that remained uninjured out of the four, they began moving down the hill (one shattered gun and one unicorn were left behind), Prince Andrew rode up to Tushin."
TRUE,"When he holds you down to do it, that indicates a potential for rape."
TRUE,"When he opened the glove box, I was sure he'd come out with a gun, but he had a little tablet instead."
FALSE,"When he was eight years old, his mother suffered from rheumatic fever, and he spent lots of time trying to make her laugh."
FALSE,"When I saw you standing there in the road, so beautiful, your hair flowing around you like morning mist, I couldn't let you walk away."
TRUE,When infra-red homing is used decoy hot sources may be used to deflect the incoming weapon.
TRUE,When Roger Howarth played Todd Manning he refused to participate in passionate love scenes out of sensitivity to the fans of the show that met Manning when he led the gang rape of Marty Saybrook.
FALSE,"When she arrived, the mustang was parked so close to the apartment that she had to walk around it to climb the stairs."
FALSE,"When she closed her laptop, Jackson said, ""I thought after, we could head toward the water and find a restaurant for lunch, then walk the beach if it's not too cold."""
FALSE,"When she is a teen, you'll laugh about it together!"
FALSE,"When she reached the top of the beach, she paused to catch her breath before hurrying after Jade, whose determined walk soon outdistanced her."
FALSE,"When she returns from a walk and tells some one about it, her descriptions are accurate and vivid."
FALSE,"When she sat back with a belly stretched to its limit, the scent and food disappeared."
FALSE,"When the ambassadors of the senate in treating for peace tried to terrify him with their hints of what the despairing citizens might accomplish, he gave with a laugh his celebrated answer, ""The thicker the hay, the easier mowed!"""
FALSE,"When the pursuit of game becomes the chief occupation of a people there is of necessity a higher development of courage, skill, powers of observation and invention; and these qualities are still further enhanced in predatory tribes who take by force the food, clothing and other property prepared or collected by a feebler people."
FALSE,"When the steaks were grilled and the corn and green beans boiled, the table was leaden with food, enough for a small army."
FALSE,"When the trio came back from their walk, the men said their goodbyes and left."
FALSE,When the tuber of a potato begins to germinate the shoots which it puts out derive their food from the accumulated store of nutritive material which has been laid up in the cells of the tuber.
FALSE,"When they descend to the ground - which they must often do in order to obtain water - they frequently walk in the upright posture, either with the hands crossed behind the neck, or with the knuckles resting on the ground."
TRUE,When was the last time you had to use a gun to defend yourself on our land?
TRUE,"When we use pesticides, we kill them as well as the harmful insects - and even the bees."
TRUE,"When weeds are thrown to the pigs, this fermentation becomes specially desirable to kill their seeds."
FALSE,"When you ask an emo how to get the ""emo look,"" chances are they will laugh at you and tell you that anyone who is ""trying"" to be emo is not a genuine member of this elite group of social dramatics."
FALSE,"When you wear cool designs on T shirts, you can make people laugh, inspire a stranger to strike up a conversation with you, or just get a nod of approval in response to the art you've chosen or the witty quip across your chest."
FALSE,When young its spreading boughs form good cover for game.
TRUE,"When you're blood bound, you can't kill your master, and your master can't kill you."
FALSE,"When you're ready to walk through that dark valley, let me know and I'll walk with you."
TRUE,"When rape is suspected, diagnosis may be made by a psychiatrist or psychologist based on sessions with the victim."
TRUE,When war was regarded as likely the martinella was attached to the door of the church of Santa Maria in the Mercato Nuovo in Florence and rung to warn both citizens and enemies.
FALSE,"Whenever we needed a few moments alone, a dog walk was suggested and eagerly accepted."
TRUE,"Where the bomb blast hit at its peak, massive damage was done."
TRUE,Where you'll kill us?
FALSE,"Whether it is his mild manner, inquisitive ways or infectious laugh, toddlers are attracted to Elmo."
TRUE,"While Bianca, Erica's younger daughter got her fair share of controversy (her coming out story, rape and later the birth of her daughter ), Kendall is the modern day Erica without as many wedding rings."
TRUE,"While she knew his genetic engineering made him harder to kill, she'd never imagined he'd survived."
FALSE,"While some of these items may not be practical for every day use, they can be good for a laugh and some entertainment."
FALSE,"While the distance to her aunt's trailer was only a half dozen blocks, once the January sun had retired after its day's work, it would be a cold walk."
TRUE,While the number of Americans killed in action per month has declined slightly bomb attacks are now the largest killer of American troops.
TRUE,"While the women hosting purse parties may not realize it, they are often at the bottom of a much larger illegal trafficking chain of counterfeit goods."
FALSE,"Whitefish, bass, trout and pickerel are an important food supply obtained from the waters of the lake, and some perch, catfish and sunfish are caught in the rivers and brooks."
TRUE,Who needed a gun anyway?
TRUE,Who took the decision to detonate a bomb at the War Memorial in Enniskillen on Remembrance Sunday?
