Category,Message
FALSE,This was one more example of Howie turning away from anything that might prove uncomfortable.
FALSE,Everybody followed his example and they looked at one another in surprise.
FALSE,"If Cortez were an example of what lay ahead, no one would go hungry."
FALSE,"In early times the son who denied his father had his front hair shorn, a slave-mark put on him, and could be sold as a slave; while if he denied his mother he had his front hair shorn, was driven round the city as an example and expelled his home, but not degraded to slavery."
FALSE,An example of a railway built.
FALSE,"For example, the seared tuna dish uses fresh yellowfish tuna paired with traditional wasabi sauce and seaweed salad but ignites the flavors with a house-made vinaigrette."
FALSE,No. It's just an example.
FALSE,"The town of Bourke, lying on the upper Darling, may be taken as an example of many of the interior districts, and illustrates peculiarly well the defects as well as the excellencies of the climate of the whole region."
FALSE,"Following the example of William of Orange, Hoorn, Berghen and other governors, the magistrates generally declined to enforce the edicts, and offered to resign rather than be the instruments for burning and maltreating their fellow-countrymen."
FALSE,"It is often convenient to regard compounds as formed upon certain types; alcohol, for example, may be said to be a compound formed upon the water type, that is to say, a compound formed from water by displacing one of the atoms of hydrogen by the group of elements C 2 H 5, thus - H C2H5 O H O H Water Alcohol."
FALSE,"Substitution of the Benzene Ring.-As a general rule, homologues and mono-derivatives of benzene react more readily with substituting agents than the parent hydrocarbon; for example, phenol is converted into tribromphenol by the action of bromine water, and into the nitrophenols by dilute nitric acid; similar activity characterizes aniline."
FALSE,"For example, when u = o, M = o, N =o, and consequently G =H = 2."
